,url,Connecteur clavier,Matériaux,Webcam,Diagonale,Autofocus,Induction,Navigateur par défaut,Amovible,Compatible Flash Player,Bluetooth,Appareil photo,Boutique d'apps,Appel téléphonique,Fréquence,Capteur d'empreinte,4G,VGA,Couleur(s),USB,DisplayPort,Miracast,Puce graphique,Avec emplacement,Compatible,Verrou Kensington,Capteur de luminosité,Cellules,Haut-parleurs,Capacité W/h,Ethernet,Résistance aux chutes,Dalle,Applications,Prix public,Anti-rayures,Gyroscope,Béquille ajustable,Luminosité,Tactile,Lecteur de carte SD,Processeur,Accéléromètre,Résistance à la poussière,Système,64 bits,Béquille arrière,Infrarouge,Date,HDMI,Inclus,NFC,Qualité vidéo,Référence,GPS,Prise casque,Résolution,Angle de vue,Mémoire (RAM),Puce TPM,Capteur de proximité,Flash LED,Marque,Poids,DisplayPort Thunderbolt,Disque dur,Gamme,Airplay,Autonomie,3G,Résistance à l'eau,Interface constructeur,Wifi,PPI,Temps de charge,H x L x P,Magnétique,Widi,Optionnel,Capacité mAh,Anti-reflet,Lecteur de carte à puce (Smart Card),Firewire,Gravure,Puce graphique dédiée,Delta E,Lecteur d'empreintes digitales,Puce graphique intégrée,Connecteur pour dock,Port série,Taille,Pavé numérique,Flash Player,Contraste,Clavier rétroéclairé,Trackpoint,Système d'exploitation,Lecteur DVD,Emplacement,Cache,Dimensions,4G / LTE,Composition,Touchpad,Type de dalle,Navigateur,Wireless Display (Widi),PDT max.
product_54fe17af8eb277365d8b4569,http://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-13-mf839f-a-128-go.html,,,1.3 MPxFaceTime HD 720p,,Non,Non,,Non,,4.0,Non,App Store,,2 x 2.7 à 3.1 GHz,,,VGA avec adaptateur,Gris,2 x USB 3.0,Mini DisplayPort,Non,,,Non,Non,Oui,-,Haut-parleurs stéréo,74.9 W/h,Non,Non,,iPhotoiMovieGarageBandPagesNumbersKeynotePlansiBooksSafariMailFaceTimeMessagesCalendrierContactsRappelsTime MachinePhoto BoothiTunesGame CenterAperçuNotesMac App Store,"1 449,00€",Non,Non,,370 cd/m²,Non, SD / SDHC / SDXC,Intel Core i5-5257U,Non,Non,,Oui,,Non,09/03/2015,HDMI 1.4,Adaptateur secteur MagSafe 2Cordon d'alimentationDocumentation,Non,Non,MF839F/A,Non,Oui,2560 x 1600 pixels,178°,8 Go - LPDDR3(1866 MHz),Non,Non,Non,Apple,1.58 kg,Oui,128 Go (SSD),Broadwell 2015 (x86),Oui,10h00,Non,Non,Non,802.11 b/g/n/ac,227 ppp,-,,Non,,Adaptateur Thunderbolt vers Ethernet Gigabit AppleAdaptateur Thunderbolt vers FireWire AppleAdaptateur Mini DisplayPort vers VGAAdaptateur Mini DisplayPort vers DVIAdaptateur Mini DisplayPort vers DVI double liaisonAdaptateur Mini DisplayPort vers HDMICâble Thunderbolt Apple,-,Non,Non,Non,14 nm,Non,1.9,Non,Intel Iris Graphics 6100300 - 1050 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,925:1,Oui,Non,Mac OS X 10.10,Non,Non,3 Mo,314 x 219 x 18 mm,Non,Aluminium,Oui,LCD - IPS,Safari,Non,28 W
product_54fe182a8eb277355d8b4567,http://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-13-mf840f-a-256-go.html,,,1.3 MPxFaceTime HD 720p,,Non,Non,,Non,,4.0,Non,App Store,,2 x 2.7 à 3.1 GHz,,,Non,Gris,2 x USB 3.0,Mini DisplayPort,Non,,,Non,Non,Oui,-,Haut-parleurs stéréo,74.9 W/h,Non,Non,,iPhotoiMovieGarageBandPagesNumbersKeynotePlansiBooksSafariMailFaceTimeMessagesCalendrierContactsRappelsTime MachinePhoto BoothiTunesGame CenterAperçuNotesMac App Store,"1 649,00€",Non,Non,,370 cd/m²,Non, SD / SDHC / SDXC,Intel Core i5-5257U,Non,Non,,Oui,,Non,09/03/2015,HDMI 1.4,Adaptateur secteur MagSafe 2Cordon d'alimentationDocumentation,Non,Non,MF840F/A,Non,Oui,2560 x 1600 pixels,178°,8 Go - LPDDR3(1866 MHz),Non,Non,Non,Apple,1.58 kg,Oui,256 Go (SSD),Broadwell 2015 (x86),Oui,10h00,Non,Non,Non,802.11 b/g/n/ac,227 ppp,-,,Non,,Adaptateur Thunderbolt vers Ethernet Gigabit AppleAdaptateur Thunderbolt vers FireWire AppleAdaptateur Mini DisplayPort vers VGAAdaptateur Mini DisplayPort vers DVIAdaptateur Mini DisplayPort vers DVI double liaisonAdaptateur Mini DisplayPort vers HDMICâble Thunderbolt Apple,-,Non,Non,Non,14 nm,Non,1.9,Non,Intel Iris Graphics 6100300 - 1050 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,925:1,Oui,Non,Mac OS X 10.10,Non,Non,3 Mo,314 x 219 x 18 mm,Non,Aluminium,Oui,LCD - IPS,Safari,Non,28 W
product_54fe18788eb277355d8b4568,http://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-13-mf841f-a-512-go.html,,,1.3 MPxFaceTime HD 720p,,Non,Non,,Non,,4.0,Non,App Store,,2 x 2.9 à 3.3 GHz,,,VGA avec adaptateur,Gris,2 x USB 3.0,Mini DisplayPort,Non,,,Non,Non,Oui,-,Haut-parleurs stéréo,74.9 W/h,Non,Non,,iPhotoiMovieGarageBandPagesNumbersKeynotePlansiBooksSafariMailFaceTimeMessagesCalendrierContactsRappelsTime MachinePhoto BoothiTunesGame CenterAperçuNotesMac App Store,"1 999,00€",Non,Non,,370 cd/m²,Non, SD / SDHC / SDXC,Intel Core i5-5287U,Non,Non,,Oui,,Non,09/03/2015,HDMI 1.4,Adaptateur secteur MagSafe 2Cordon d'alimentationDocumentation,Non,Non,MF841F/A,Non,Oui,2560 x 1600 pixels,178°,8 Go - LPDDR3(1866 MHz),Non,Non,Non,Apple,1.58 kg,Oui,512 Go (SSD),Broadwell 2015 (x86),Oui,10h00,Non,Non,Non,802.11 b/g/n/ac,227 ppp,-,,Non,,Adaptateur Thunderbolt vers Ethernet Gigabit AppleAdaptateur Thunderbolt vers FireWire AppleAdaptateur Mini DisplayPort vers VGAAdaptateur Mini DisplayPort vers DVIAdaptateur Mini DisplayPort vers DVI double liaisonAdaptateur Mini DisplayPort vers HDMICâble Thunderbolt Apple,-,Non,Non,Non,14 nm,Non,1.9,Non,Intel Iris Graphics 6100300 - 1100 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,925:1,Oui,Non,Mac OS X 10.10,Non,Non,3 Mo,314 x 219 x 18 mm,Non,Aluminium,Oui,LCD - IPS,Safari,Non,28 W
product_550b13528eb277ad2c8b456d,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z20t-b-103.html,Oui,Magnésium,2.0  MPx,"12.5"" (31,75  cm)",Non,Non,Internet Explorer,Non,Oui,4.0  (LE),5.0  MPx,Windows Store,Non,2  x  1.1  à  2.6  GHz  (x86),Non,Oui,Non,Noir,1 x Micro USB 2.0,Non,Non,Intel HD Graphics 5300300 - 900  MHz,Non,Oui,Non,Oui,3  cel.,Haut-parleurs stéréoDTS,36  W/h,Non,Non,LCD - IPS,McAfee LiveSafeMicrosoft Office 365 (1 mois d'essai)Toshiba Display UtilityToshiba Eco UtilityToshiba Function KeyToshiba PC Health MonitorToshiba System SettingsEvernote,"1 699,00€",Non,Oui,Non,-,10  points,Micro   SD  /  SDHC,Intel Core M-5Y51,Oui,Non,Windows  8 Pro,Oui,Non,Non,19/03/2015,Micro HDMI  1.4,Version 4G / LTEDock-clavierStylet digitizer WacomChargeur secteurGuide de démarrage rapide,Non,Full HD (1080p),PT15AE-00900VFR,Non,Oui,1920 x 1080  pixels,178°,4  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Toshiba,730g,Non,256  Go  (SSD),Broadwell  (x86),Non,9h00,Non,Non,Non,802.11 b/g/n/ac,176  ppp,-,199.9  x  309  x  8.8  mm,Non,Oui,-,-,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_550b20468eb27706578b4567,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z20t-b-10c.html,Oui,Magnésium,2.0  MPx,"12.5"" (31,75  cm)",Non,Non,Internet Explorer,Non,Oui,4.0  (LE),5.0  MPx,Windows Store,Non,2  x  1.2  à  2.9  GHz  (x86),Non,Oui,Non,Noir,1 x Micro USB 2.0,Non,Non,Intel HD Graphics 5300300 - 900  MHz,Non,Oui,Non,Oui,3  cel.,Haut-parleurs stéréoDTS,36  W/h,Non,Non,LCD - IPS,McAfee LiveSafeMicrosoft Office 365 (1 mois d'essai)Toshiba Display UtilityToshiba Eco UtilityToshiba Function KeyToshiba PC Health MonitorToshiba System SettingsEvernote,"1 779,00€",Non,Oui,Non,-,10  points,Micro   SD  /  SDHC,Intel Core M-5Y71,Oui,Non,Windows  8 Pro,Oui,Non,Non,19/03/2015,Micro HDMI  1.4,Version 4G / LTEDock-clavierStylet digitizer WacomChargeur secteurGuide de démarrage rapide,Non,Full HD (1080p),PT15BE-00E00VFR,Non,Oui,1920 x 1080  pixels,178°,8  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Toshiba,730g,Non,256  Go  (SSD),Broadwell  (x86),Non,9h00,Non,Non,Non,802.11 b/g/n/ac,176  ppp,-,199.9  x  309  x  8.8  mm,Non,Oui,-,-,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_550b21568eb277db648b4567,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z20t-b-10h.html,Oui,Magnésium,2.0  MPx,"12.5"" (31,75  cm)",Non,Non,Internet Explorer,Non,Oui,4.0  (LE),5.0  MPx,Windows Store,Non,2  x  1.1  à  2.6  GHz  (x86),Non,Non,Non,Noir,1 x Micro USB 2.0,Non,Non,Intel HD Graphics 5300300 - 900  MHz,Non,Non,Non,Oui,3  cel.,Haut-parleurs stéréoDTS,36  W/h,Non,Non,LCD - IPS,McAfee LiveSafeMicrosoft Office 365 (1 mois d'essai)Toshiba Display UtilityToshiba Eco UtilityToshiba Function KeyToshiba PC Health MonitorToshiba System SettingsEvernote,"1 289,00€",Non,Oui,Non,-,10  points,Micro   SD  /  SDHC,Intel Core M-5Y51,Oui,Non,Windows  8 Pro,Oui,Non,Non,19/03/2015,Micro HDMI  1.4,Dock-clavierChargeur secteurGuide de démarrage rapide,Non,Full HD (1080p),PT15AE-00N00VFR,Non,Oui,1920 x 1080  pixels,178°,4  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Toshiba,730g,Non,128  Go  (SSD),Broadwell  (x86),Non,9h00,Non,Non,Non,802.11 b/g/n/ac,176  ppp,-,199.9  x  309  x  8.8  mm,Non,Oui,-,-,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_550b24988eb27706578b4568,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-z20t-b-106.html,Oui,Magnésium,2.0  MPx,"12.5"" (31,75  cm)",Non,Non,Internet Explorer,Non,Oui,4.0  (LE),5.0  MPx,Windows Store,Non,2  x  0.9  à  2.4  GHz  (x86),Non,Non,Non,Noir,1 x Micro USB 2.0,Non,Non,Intel HD Graphics 5300300 - 850  MHz,Non,Non,Non,Oui,3  cel.,Haut-parleurs stéréoDTS,36  W/h,Non,Non,LCD - IPS,McAfee LiveSafeMicrosoft Office 365 (1 mois d'essai)Toshiba Display UtilityToshiba Eco UtilityToshiba Function KeyToshiba PC Health MonitorToshiba System SettingsEvernote,"1 299,00€",Non,Oui,Non,-,10  points,Micro   SD  /  SDHC,Intel Core M-5Y31,Oui,Non,Windows  8 Pro,Oui,Non,Non,19/03/2015,Micro HDMI  1.4,Dock-clavierChargeur secteurGuide de démarrage rapide,Non,Full HD (1080p),PT15AE-00G00VFR,Non,Oui,1920 x 1080  pixels,178°,4  Go  -  LPDDR3  (1600  MHz),Oui,Non,Non,Toshiba,730g,Non,128  Go  (SSD),Broadwell  (x86),Non,9h00,Non,Non,Non,802.11 b/g/n/ac,176  ppp,-,199.9  x  309  x  8.8  mm,Non,Oui,-,-,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5512c8208eb27790638b4569,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-tecra-w50-a-117.html,,,2.0 MPx,,Non,Non,,Non,,4.0 (LE),Non,,,4 x 2.8 à 3.8 GHz,,,Oui,Noir,3 x USB 2.0 / Charging2 x USB 3.0,Oui,Non,,,Non,Oui,Oui,6 cel.,Haut-parleurs stéréoDTS,-, 100 / 1000 Mbps,Oui,,McAfee Internet Security (version d'essai 30 jours)Toshiba Eco UtilityToshiba PC Health MonitorToshiba Power Saver UtilityToshiba TEMPRO Performance Tuning ServiceIntel Active Management,"2 649,00€",Non,Non,,-,Non, SD / SDHC / SDXC / MMC,Intel Core i7-4810MQ,Non,Non,,Oui,,Non,25/03/2015,Non,DVD Windows 8.1 ProChargeur secteurManuel,Non,Non,PT640E-06503JFR,Non,Oui,1920 x 1080 pixels,-,32 Go - DDR3L(1600 MHz),Oui,Non,Non,Toshiba,2.7 kg,Non,512 Go (SSD),Haswell 2014 (x86),Non,4h30,Non,Oui,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Oui,Non,22 nm,Nvidia Quadro K2100M,-,Oui,Intel HD Graphics 4600400 - 1300 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Oui,Oui,Windows Professionnel,Oui,Non,6 Mo,380.9 x 253.9 x 34.9 mm,Non,Plastique,Oui,LCD - TN,Internet Explorer,Oui,47 W
product_551990d88eb277fd2e8b456c,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-satellite-click-mini-l9w-b-102.html,Oui,Plastique,2.0  MPx,"8.9"" (22,61  cm)",Oui,Non,Internet Explorer,Non,Oui,4.0,5.0  MPx,Windows Store,Non,4  x  1.33  à  1.83  GHz  (x86),Non,Non,Non,Blanc,1 x Micro USB 2.0,Non,Non,Intel HD Graphics (Bay Trail)311 - 646  MHz,Non,Non,Non,Oui,2  cel.,Haut-parleurs stéréoDolby Digital Plus,-,Non,Non,LCD - IPS,Toshiba Display UtilityToshiba TruCaptureMcAfee LiveSafeMicrosoft Office 365 (1 an d'abonnement),"319,00€",Non,Oui,Non,350  cd/m²,10  points,Micro   SD  /  SDHC  /  SDXC,Intel Atom Z3735F,Oui,Non,Windows  8,Oui,Non,Non,30/03/2015,Micro HDMI  1.4,Dock-clavierChargeur secteurGuide de démarrage rapide,Non,Full HD (1080p),L9W-B-102,Non,Oui,1920 x 1200  pixels,178°,2  Go  -  DDR3L  (1333  MHz),Non,Non,Non,Toshiba,470g,Non,32  Go  (SSD),Bay Trail  (x86),Non,8h00,Non,Non,Non,802.11 b/g/n,254  ppp,-,161  x  235  x  9.8  mm,Non,Oui,-,-,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5536408e8eb277b5298b4577,http://www.comparez-malin.fr/informatique/pc-portable/toshiba-portege-r30-a-19k.html,,,2.0 MPx,,Non,Non,,Oui,,4.0 (LE),Non,,,2 x 2.5 GHz,,,Oui,Noir,3 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,6 cel.,Haut-parleurs stéréoDTS,66 W/h, 100 / 1000 Mbps,Oui,,McAfee Internet Securit (30 jours d'abonnement)Toshiba Eco UtilityToshiba PC Health MonitorToshiba Power Saver UtilityToshiba TEMPRO Performance Tuning ServicePC Health MonitorVirtualization Technology,"1 069,00€",Non,Non,,-,Non, SD / SDHC / SDXC / MMC,Intel Core i3-4100M,Non,Non,,Oui,,Non,21/04/2015,HDMI 1.4,ManuelAdaptateur secteurLicence Windows 8.1 Pro DVD,Non,Non,PT343E-0P505LFR,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Oui,Non,Non,Toshiba,1.5 kg,Non,128 Go (SSD),Haswell 2013 (x86),Non,9h00,Non,Oui,Non,802.11 b/g/n/ac,118 ppp,-,,Non,,-,6200 mAh,Oui,Oui,Non,22 nm,Non,-,Non,Intel HD Graphics 4600400 - 1100 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Oui,Oui,Windows Professionnel,Oui,Non,3 Mo,316 x 227 x 18.3 - 26.6 mm,Non,PlastiqueMagnésium,Oui,LCD - TN,Internet Explorer,Oui,37 W
product_5538ccca8eb2772c778b4570,http://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-2015-mf855f-a-256-go.html,,,0.3 MPxFaceTime 480p,,Non,Non,,Non,,4.0,Non,App Store,,2 x 1.1 à 2.6 GHz,,,VGA avec adaptateur,Argent,1 x USB 3.0,Non,Non,,,Non,Non,Oui,-,Haut-parleurs stéréo,39.7 W/h,Non,Non,,iPhotoiMovieGarageBandPagesNumbersKeynotePlansiBooksSafariMailFaceTimeMessagesCalendrierContactsRappelsTime MachinePhoto BoothiTunesGame CenterAperçuNotesMac App Store,"1 449,00€",Non,Non,,-,Non,Non,Intel Core M-5Y70,Non,Non,,Oui,,Non,23/04/2015,Avec adaptateur 1.4,MacBookAdaptateur secteur USB Type C 29WCâble de charge USB C (2m),Non,Non,MF855F/A,Non,Oui,2304 x 1440 pixels,178°,8 Go - LPDDR3(1600 MHz),Non,Non,Non,Apple,920g,Non,256 Go (SSD),Broadwell 2014 (x86),Oui,9h00,Non,Non,Non,802.11 b/g/n/ac,226 ppp,-,,Non,,Adaptateur VGAAdaptateur HDMI,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 5300100 - 850 MHz,Non,Non,"12.0"" (30,48 cm)",Non,Oui,-,Oui,Non,Mac OS X 10.10,Non,Non,4 Mo,280.5 x 196.5 x 0.35 - 13.1 mm,Non,Aluminium,Oui,LCD - IPS,Safari,Non,4 W
product_5538cf438eb2772c778b4572,http://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-2015-mjy42f-a-512-go.html,,,0.3 MPxFaceTime 480p,,Non,Non,,Non,,4.0,Non,App Store,,2 x 1.1 à 2.6 GHz,,,VGA avec adaptateur,Gris,1 x USB 3.0,Non,Non,,,Non,Non,Oui,-,Haut-parleurs stéréo,39.7 W/h,Non,Non,,iPhotoiMovieGarageBandPagesNumbersKeynotePlansiBooksSafariMailFaceTimeMessagesCalendrierContactsRappelsTime MachinePhoto BoothiTunesGame CenterAperçuNotesMac App Store,"1 799,00€",Non,Non,,-,Non,Non,Intel Core M-5Y70,Non,Non,,Oui,,Non,23/04/2015,Avec adaptateur 1.4,MacBookAdaptateur secteur USB Type C 29WCâble de charge USB C (2m),Non,Non,MJY42F/A,Non,Oui,2304 x 1440 pixels,178°,8 Go - LPDDR3(1600 MHz),Non,Non,Non,Apple,920g,Non,512 Go (SSD),Broadwell 2014 (x86),Oui,9h00,Non,Non,Non,802.11 b/g/n/ac,226 ppp,-,,Non,,Adaptateur VGAAdaptateur HDMI,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 5300100 - 850 MHz,Non,Non,"12.0"" (30,48 cm)",Non,Oui,-,Oui,Non,Mac OS X 10.10,Non,Non,4 Mo,280.5 x 196.5 x 0.35 - 13.1 mm,Non,Aluminium,Oui,LCD - IPS,Safari,Non,4 W
product_555ef9a68eb277400b8b456d,http://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-15-mjlq2f-a-256-go.html,,,1.3 MPx,,Non,Non,,Non,,4.0,Non,App Store,,4 x 2.2 à 3.4 GHz,,,VGA avec adaptateur,Gris,2 x USB 3.0,Avec adaptateur,Non,,,Non,Non,Oui,-,Haut-parleurs stéréo,99.5 W/h,Avec adaptateur 100 / 1000 Mbps,Non,,iPhotoiMovieGarageBandPagesNumbersKeynotePlansiBooksSafariMailFaceTimeMessagesCalendrierContactsRappelsTime MachinePhoto BoothiTunesGame CenterAperçuNotesMac App Store,"2 249,00€",Non,Non,,310 cd/m²,Non, SD / SDHC / SDXC,Intel Core i7-4770HQ,Non,Non,,Oui,,Non,22/05/2015,HDMI 1.4,Trackpad Force TouchAdaptateur secteur MagSafe 2Cordon d'alimentationDocumentation,Non,Non,MJLQ2F/A,Non,Oui,2880 x 1800 pixels,178°,16 Go - DDR3L(1600 MHz),Non,Non,Non,Apple,2.04 kg,Oui,256 Go (SSD),Haswell 2014 (x86),Oui,9h00,Non,Non,Non,802.11 b/g/n/ac,221 ppp,-,,Non,,Adaptateur Thunderbolt vers Ethernet Gigabit AppleAdaptateur Thunderbolt vers FireWire AppleAdaptateur Mini DisplayPort vers VGAAdaptateur Mini DisplayPort vers DVIAdaptateur Mini DisplayPort vers DVI double liaisonAdaptateur Mini DisplayPort vers HDMICâble Thunderbolt Apple,-,Non,Non,Non,22 nm,Non,2,Non,Intel Iris Pro 5200200 - 1200 MHz,Non,Non,"15.4"" (39,12 cm)",Non,Oui,1000:1,Oui,Non,Mac OS X 10.9,Non,Non,6 Mo,358.9 x 247.1 x 18 mm,Non,Aluminium,Oui,LCD - IPS,Internet Explorer,Non,47 W
product_557876858eb27714238b456e,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkpad-yoga-12-20dk001xfr.html,,,1.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.4 à 3 GHz,,,Non,Noir,2 x USB 3.0 / Charging,Non,Non,,,Oui,Oui,Oui,8 cel.,Haut-parleurs stéréoDolby Advanced AudioJBL,47 W/h,Non,Non,,Lenovo QuickControlLenovo SettingsLenovo Auto Scroll PackageLenovo Base Utility PackageThinkPad® Monitor FileLenovo CompanionLenovo Experience CenterLenovo Solution CenterLenovo SupportLenovo Thinkvantage ToolsPassword Manager 4.2RapidBoot HDD AcceleratorThinkvantage System UpdateStartPin Config,"1 549,00€",Non,Oui,,400 cd/m²,10 points, SD / SDHC / SDXC / MMC,Intel Core i7-5500U,Oui,Non,,Oui,,Non,10/06/2015,Mini HDMI 1.3,StyletManuelChargeur secteur,Non,Non,20DK001XFR,Non,Oui,1920 x 1080 pixels,178°,8 Go - DDR3L(1600 MHz),Oui,Non,Non,Lenovo,1.57 kg,Non,256 Go (SSD),Broadwell 2015 (x86),Non,8h00,Non,Oui,Non,802.11 b/g/n/ac,176 ppp,-,,Non,,Station d'accueil OneLink,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 5500300 - 950 MHz,Non,Non,"12.5"" (31,75 cm)",Non,Oui,-,Oui,Oui,Windows 8 Pro,Non,Oui,4 Mo,316.6 x 221 x 18.8 - 19.4 mm,Non,AluminiumMagnésium,Oui,LCD - IPS,Internet Explorer,Oui,15 W
product_55ab7e218eb27717618b456f,http://www.comparez-malin.fr/informatique/pc-portable/msi-gs70-2qc-002xfr.html,,,1.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,4 x 2.6 à 3.6 GHz,,,Non,Rouge,4 x USB 3.0,Mini DisplayPort,Non,,,Non,Oui,Oui,6 cel.,Haut-parleurs x 4MSI Audio Boost,60 W/h, 100 / 1000 Mbps,Non,,-,"1 449,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Core i7-4720HQ,Non,Non,,Oui,,Non,19/07/2015,HDMI 1.4,Housse de protectionChargeur secteurManuel,Non,Non,2QC-002XFR,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR3L(1600 MHz),Non,Non,Non,MSI,2.66 kg,Non,1000 Go (7200 tr/min)128 Go (SSD),Haswell 2015 (x86),Non,-,Non,Non,Non,802.11 b/g/n/ac,127 ppp,-,,Non,,-,5400 mAh,Oui,Non,Non,22 nm,Nvidia GeForce GTX 960M,-,Non,Intel HD Graphics 4600400 - 1200 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Oui,Non,Windows 8,Non,Non,6 Mo,418.5 x 287 x 21.8 mm,Non,AluminiumMétal,Oui,LCD - TN,Internet Explorer,Oui,47 W
product_55ce724f8eb277c51f8b4567,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-300-11-80m0001yfr.html,,,0.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.16 à 2.58 GHz,,,Non,BlancNoir,2 x USB 2.01 x USB 3.0,Non,Non,,,Non,Non,Oui,2 cel.,Haut-parleurs stéréo (1.5W),30 W/h, 100 / 1000 Mbps,Non,,McAfee LiveSafeyLenovo Photo MasteryLenovo SHAREityLenovo SYNCityLenovo VeriFace ProyZinio Online NewsstandyEvernotey,"299,00€",Non,Non,,200 cd/m²,10 points, SD / SDHC / SDXC / MMC,Intel Celeron N2840,Oui,Non,,Oui,,Non,15/08/2015,HDMI 1.4,ManuelChargeur secteur,Non,Non,80M0001YFR,Non,Oui,1366 x 768 pixels,-,2 Go - DDR3L(1333 MHz),Non,Non,Non,Lenovo,1.4 kg,Non,32 Go (SSD),Bay Trail 2014 (x86),Non,5h00,Non,Non,Non,802.11 b/g/n/ac,135 ppp,-,,Non,,-,-,Oui,Non,Non,22 nm,Non,-,Non,Intel HD Graphics (Bay Trail)311 - 792 MHz,Non,Non,"11.6"" (29,46 cm)",Non,Oui,-,Non,Non,Windows 8,Non,Non,1 Mo,299 x 209 x 21.8 mm,Non,Plastique,Oui,LCD - TN,Internet Explorer,Non,7 W
product_55d63d7a8eb277c8778b4569,http://www.comparez-malin.fr/informatique/pc-portable/msi-gt80-titan-2qc-423fr.html,,,1.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,4 x 2.7 à 3.5 GHz,,,Non,Noir,5 x USB 3.0,Mini DisplayPort,Non,,,Non,Oui,Oui,8 cel.,Haut-parleurs stéréo,-, 100 / 1000 Mbps,Non,,-,"2 499,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Core i7-5700HQ,Non,Non,,Oui,,Non,20/08/2015,HDMI 1.4,Chargeur secteurManuel,Non,Non,2QC-423FR,Non,Oui,1920 x 1080 pixels,178°,16 Go - DDR3L(1600 MHz),Non,Non,Non,MSI,4.5 kg,Non,1000 Go (7200 tr/min)128 Go (SSD),Broadwell 2015 (x86),Non,3h30,Non,Non,Non,802.11 b/g/n/ac,120 ppp,-,,Non,,-,5225 mAh,Oui,Non,Non,14 nm,Nvidia GeForce GTX 965M	(SLI),-,Non,Intel HD Graphics 5600300 - 1050 MHz,Non,Non,"18.4"" (46,74 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Oui,Non,6 Mo,456 x 330 x 49.1 mm,Non,AluminiumPlastique,Oui,LCD - IPS,Internet Explorer,Non,47 W
product_55db02748eb277245b8b456a,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenpad-10-1-zd300c-1a018a.html,Non,Plastique,0.3  MPx,"10.1"" (25,65  cm)",Oui,Non,Chrome,Non,Non,4.0,2.0  MPx,Google Play,Non,4  x  1.2  GHz  (x86),Non,Non,Non,Noir,1 x Micro USB 2.0,Non,Non,ARM Mali-450 MP4456  MHz,Non,Non,Non,Oui,-,Haut-parleurs stéréoSonicMaster Sound,18  W/h,Non,Non,LCD - IPS,"ASUS WebStorage (5 Go)ASUS SplendidASUS WebStorage (11 Go, 1 an d'abonnement)","249,00€",Oui,Oui,Non,-,10  points,Micro   SD  /  SDHC  /  SDXC,Intel x3-C3200,Oui,Non,Android  5.0,Oui,Non,Non,24/08/2015,Non,Câble USB de synchronisationNotice d'utilisation,Non,Non,ZD300C-1A018A,Oui,Oui,1280 x 800  pixels,178°,2  Go  -  LPDDR3  (1066  MHz),Non,Non,Non,Asus,510g,Non,16  Go  (SSD),SoFIA  (x86),Non,8h00,Non,Non,Asus Zen UI,802.11 b/g/n,149  ppp,-,172  x  251.6  x  8.95  mm,Non,Non,-,4890  mAh,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
