,url,Poids,Puce TPM,Emplacement,Wifi,Marque,Bluetooth,Mémoire (RAM),Contraste,Webcam,Résistance à la poussière,Angle de vue,Compatible,Qualité vidéo,PPI,Gyroscope,3G,Connecteur pour dock,NFC,Navigateur,Trackpoint,Gravure,Miracast,Tactile,DisplayPort,VGA,Flash LED,Induction,DisplayPort Thunderbolt,Type de dalle,Processeur,Lecteur d'empreintes digitales,Lecteur de carte à puce (Smart Card),Anti-reflet,Fréquence,Dimensions,Luminosité,Gamme,PDT max.,Delta E,Airplay,Port série,Puce graphique dédiée,Capacité W/h,Prise casque,Système d'exploitation,Accéléromètre,Boutique d'apps,Cellules,Composition,Inclus,Autonomie,Firewire,4G / LTE,Cache,Lecteur de carte SD,Infrarouge,Anti-rayures,Magnétique,Capteur de proximité,Haut-parleurs,Ethernet,Interface constructeur,Capacité mAh,Temps de charge,Verrou Kensington,Flash Player,USB,HDMI,Autofocus,Wireless Display (Widi),Amovible,Lecteur DVD,Puce graphique intégrée,prix,Applications,Taille,Appareil photo,Couleur(s),Pavé numérique,64 bits,Résistance aux chutes,Optionnel,Disque dur,Résistance à l'eau,Résolution,Prix public,GPS,Date,Touchpad,Capteur de luminosité,Clavier rétroéclairé,Référence
product_5538ccca8eb2772c778b4570,http://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-2015-mf855f-a-256-go.html,920g,Non,Non,802.11 b/g/n/ac,Apple,4.0,8 Go - LPDDR3(1600 MHz),-,0.3 MPxFaceTime 480p,Non,178°,Non,Non,226 ppp,Non,Non,Non,Non,Safari,Non,14 nm,Non,Non,Non,VGA avec adaptateur,Non,Non,Non,LCD - IPS,Intel Core M-5Y70,Non,Non,Non,2 x 1.1 à 2.6 GHz,280.5 x 196.5 x 0.35 - 13.1 mm,-,Broadwell 2014 (x86),4 W,-,Oui,Non,Non,39.7 W/h,Oui,Mac OS X 10.10,Non,App Store,-,Aluminium,MacBook Adaptateur secteur USB Type C 29W Câble de charge USB C (2m),9h00,Non,Non,4 Mo,Non,Non,Non,Non,Non,Haut-parleurs stéréo,Non,Non,-,-,Non,Oui,1 x USB 3.0,Avec adaptateur 1.4,Non,Non,Non,Non,Intel HD Graphics 5300100 - 850 MHz,"1 369,90 €",iPhoto iMovie GarageBand Pages Numbers Keynote Plans iBooks Safari Mail FaceTime Messages Calendrier Contacts Rappels Time Machine Photo Booth iTunes Game Center Aperçu Notes Mac App Store,"12.0"" (30,48 cm)",Non,Argent,Non,Oui,Non,Adaptateur VGA Adaptateur HDMI,256 Go (SSD),Non,2304 x 1440 pixels,"1 449,00€",Non,23/04/2015,Oui,Oui,Oui,MF855F/A
product_5538cf438eb2772c778b4572,http://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-2015-mjy42f-a-512-go.html,920g,Non,Non,802.11 b/g/n/ac,Apple,4.0,8 Go - LPDDR3(1600 MHz),-,0.3 MPxFaceTime 480p,Non,178°,Non,Non,226 ppp,Non,Non,Non,Non,Safari,Non,14 nm,Non,Non,Non,VGA avec adaptateur,Non,Non,Non,LCD - IPS,Intel Core M-5Y70,Non,Non,Non,2 x 1.1 à 2.6 GHz,280.5 x 196.5 x 0.35 - 13.1 mm,-,Broadwell 2014 (x86),4 W,-,Oui,Non,Non,39.7 W/h,Oui,Mac OS X 10.10,Non,App Store,-,Aluminium,MacBook Adaptateur secteur USB Type C 29W Câble de charge USB C (2m),9h00,Non,Non,4 Mo,Non,Non,Non,Non,Non,Haut-parleurs stéréo,Non,Non,-,-,Non,Oui,1 x USB 3.0,Avec adaptateur 1.4,Non,Non,Non,Non,Intel HD Graphics 5300100 - 850 MHz,"1 699,90 €",iPhoto iMovie GarageBand Pages Numbers Keynote Plans iBooks Safari Mail FaceTime Messages Calendrier Contacts Rappels Time Machine Photo Booth iTunes Game Center Aperçu Notes Mac App Store,"12.0"" (30,48 cm)",Non,Gris,Non,Oui,Non,Adaptateur VGA Adaptateur HDMI,512 Go (SSD),Non,2304 x 1440 pixels,"1 799,00€",Non,23/04/2015,Oui,Oui,Oui,MJY42F/A
product_555ef9a68eb277400b8b456d,http://www.comparez-malin.fr/informatique/pc-portable/apple-macbook-pro-15-mjlq2f-a-256-go.html,2.04 kg,Non,Non,802.11 b/g/n/ac,Apple,4.0,16 Go - DDR3L(1600 MHz),1000:1,1.3 MPx,Non,178°,Non,Non,221 ppp,Non,Non,Non,Non,Internet Explorer,Non,22 nm,Non,Non,Avec adaptateur,VGA avec adaptateur,Non,Non,Oui,LCD - IPS,Intel Core i7-4770HQ,Non,Non,Non,4 x 2.2 à 3.4 GHz,358.9 x 247.1 x 18 mm,310 cd/m²,Haswell 2014 (x86),47 W,2,Oui,Non,Non,99.5 W/h,Oui,Mac OS X 10.9,Non,App Store,-,Aluminium,Trackpad Force Touch Adaptateur secteur MagSafe 2 Cordon d'alimentation Documentation,9h00,Non,Non,6 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo,Avec adaptateur 100 / 1000 Mbps,Non,-,-,Non,Oui,2 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel Iris Pro 5200200 - 1200 MHz,"1 949,99 €",iPhoto iMovie GarageBand Pages Numbers Keynote Plans iBooks Safari Mail FaceTime Messages Calendrier Contacts Rappels Time Machine Photo Booth iTunes Game Center Aperçu Notes Mac App Store,"15.4"" (39,12 cm)",Non,Gris,Non,Oui,Non,Adaptateur Thunderbolt vers Ethernet Gigabit Apple Adaptateur Thunderbolt vers FireWire Apple Adaptateur Mini DisplayPort vers VGA Adaptateur Mini DisplayPort vers DVI Adaptateur Mini DisplayPort vers DVI double liaison Adaptateur Mini DisplayPort vers HDMI Câble Thunderbolt Apple,256 Go (SSD),Non,2880 x 1800 pixels,"2 249,00€",Non,22/05/2015,Oui,Oui,Oui,MJLQ2F/A
product_557876858eb27714238b456e,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkpad-yoga-12-20dk001xfr.html,1.57 kg,Oui,Oui,802.11 b/g/n/ac,Lenovo,4.0,8 Go - DDR3L(1600 MHz),-,1.3 MPx,Non,178°,Oui,Non,176 ppp,Oui,Non,Non,Non,Internet Explorer,Oui,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-5500U,Non,Non,Non,2 x 2.4 à 3 GHz,316.6 x 221 x 18.8 - 19.4 mm,400 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Non,47 W/h,Oui,Windows 8 Pro,Oui,Windows Store,8 cel.,AluminiumMagnésium,Stylet Manuel Chargeur secteur,8h00,Non,Non,4 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDolby Advanced AudioJBL,Non,Non,-,-,Oui,Oui,2 x USB 3.0 / Charging,Mini HDMI 1.3,Non,Oui,Non,Non,Intel HD Graphics 5500300 - 950 MHz,"1 499,00 €",Lenovo QuickControl Lenovo Settings Lenovo Auto Scroll Package Lenovo Base Utility Package ThinkPad® Monitor File Lenovo Companion Lenovo Experience Center Lenovo Solution Center Lenovo Support Lenovo Thinkvantage Tools Password Manager 4.2 RapidBoot HDD Accelerator Thinkvantage System Update StartPin Config,"12.5"" (31,75 cm)",Non,Noir,Non,Oui,Non,Station d'accueil OneLink,256 Go (SSD),Oui,1920 x 1080 pixels,"1 549,00€",Non,10/06/2015,Oui,Oui,Oui,20DK001XFR
product_55ab7e218eb27717618b456f,http://www.comparez-malin.fr/informatique/pc-portable/msi-gs70-2qc-002xfr.html,2.66 kg,Non,Non,802.11 b/g/n/ac,MSI,4.0,8 Go - DDR3L(1600 MHz),-,1.3 MPx,Non,-,Non,Non,127 ppp,Non,Non,Non,Non,Internet Explorer,Non,22 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - TN,Intel Core i7-4720HQ,Non,Non,Oui,4 x 2.6 à 3.6 GHz,418.5 x 287 x 21.8 mm,-,Haswell 2015 (x86),47 W,-,Non,Non,Nvidia GeForce GTX 960M,60 W/h,Oui,Windows 8,Non,Windows Store,6 cel.,AluminiumMétal,Housse de protection Chargeur secteur Manuel,-,Non,Non,6 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs x 4MSI Audio Boost,100 / 1000 Mbps,Non,5400 mAh,-,Oui,Oui,4 x USB 3.0,HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 4600400 - 1200 MHz,"1 254,24 €",-,"17.3"" (43,94 cm)",Non,Rouge,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 449,00€",Non,19/07/2015,Oui,Oui,Oui,2QC-002XFR
product_55ce724f8eb277c51f8b4567,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-300-11-80m0001yfr.html,1.4 kg,Non,Non,802.11 b/g/n/ac,Lenovo,4.0,2 Go - DDR3L(1333 MHz),-,0.3 MPx,Non,-,Non,Non,135 ppp,Non,Non,Non,Non,Internet Explorer,Non,22 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - TN,Intel Celeron N2840,Non,Non,Oui,2 x 2.16 à 2.58 GHz,299 x 209 x 21.8 mm,200 cd/m²,Bay Trail 2014 (x86),7 W,-,Non,Non,Non,30 W/h,Oui,Windows 8,Oui,Windows Store,2 cel.,Plastique,Manuel Chargeur secteur,5h00,Non,Non,1 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréo (1.5W),100 / 1000 Mbps,Non,-,-,Non,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics (Bay Trail)311 - 792 MHz,"219,99 €",McAfee LiveSafey Lenovo Photo Mastery Lenovo SHAREity Lenovo SYNCity Lenovo VeriFace Proy Zinio Online Newsstandy Evernotey,"11.6"" (29,46 cm)",Non,BlancNoir,Non,Oui,Non,-,32 Go (SSD),Non,1366 x 768 pixels,"299,00€",Non,15/08/2015,Oui,Oui,Non,80M0001YFR
product_55d63d7a8eb277c8778b4569,http://www.comparez-malin.fr/informatique/pc-portable/msi-gt80-titan-2qc-423fr.html,4.5 kg,Non,Non,802.11 b/g/n/ac,MSI,4.0,16 Go - DDR3L(1600 MHz),-,1.3 MPx,Non,178°,Non,Non,120 ppp,Non,Non,Non,Non,Internet Explorer,Non,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - IPS,Intel Core i7-5700HQ,Non,Non,Oui,4 x 2.7 à 3.5 GHz,456 x 330 x 49.1 mm,-,Broadwell 2015 (x86),47 W,-,Non,Non,Nvidia GeForce GTX 965M (SLI),-,Oui,Windows 10 Famille,Non,Windows Store,8 cel.,AluminiumPlastique,Chargeur secteur Manuel,3h30,Non,Non,6 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo,100 / 1000 Mbps,Non,5225 mAh,-,Oui,Oui,5 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 5600300 - 1050 MHz,"2 374,13 €",-,"18.4"" (46,74 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"2 499,00€",Non,20/08/2015,Oui,Oui,Oui,2QC-423FR
product_55e82dcc8eb277de5d8b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux305la-fb011t.html,1.3 kg,Non,Non,802.11 b/g/n/ac,Asus,4.0,8 Go - DDR3L(1600 MHz),-,1.3 MPx,Non,178°,Non,Non,166 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-5500U,Non,Non,Oui,2 x 2.4 à 3 GHz,324 x 226 x 14.9 mm,300 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Non,56 W/h,Oui,Windows 10 Famille,Non,Windows Store,6 cel.,Aluminium,Housse de protection Adaptateur secteur Notice et garantie,10h00,Non,Non,4 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,Non,Non,-,-,Non,Oui,3 x USB 3.0,Micro HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 5500300 - 950 MHz,"974,12 €",Microsoft Office 2013 (Offre d'essai) McAfee Internet Security 2012 (Offre d'essai),"13.3"" (33,78 cm)",Non,BlancNoir,Non,Oui,Non,-,256 Go (SSD),Non,1920 x 1080 pixels,"1 199,00€",Non,03/09/2015,Oui,Oui,Non,UX305LA-FB011T
product_55f2064f8eb27709148b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-x751lav-ty432t.html,2.8 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,106 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i3-5005U,Non,Non,Non,2 x 2 GHz,415 x 272 x 30.4 - 35.5 mm,200 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Non,37 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,5h00,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,100 / 1000 Mbps,Non,2950 mAh,-,Oui,Oui,3 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 5500300 - 900 MHz,"469,00 €",ASUS Color Enhancement (ASUS Splendid) ASUS Fast Boot ASUS Fancy Start ASUS Live Update 2 ASUS LifeFrame3 ASUS Power4Gear Hybrid-SHE ASUS Smart Logon ASUS Virtual Camera ASUS Winflash ASUS Wireless Console 3 ASUS Screen Saver eManual eDriver Power2Go v6 Trend Micro Titanium 2011 (Version d'essai 30 jours) Nuance PDF,"17.3"" (43,94 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1600 x 900 pixels,"549,00€",Non,14/09/2015,Oui,Oui,Non,X751LAV-TY432T
product_55fc87df8eb277b63f8b4571,http://www.comparez-malin.fr/informatique/pc-portable/asus-x555lj-xo386h.html,2.3 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Internet Explorer,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i3-5010U,Non,Non,Non,2 x 2.1 GHz,382 x 256 x 25.8 mm,200 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 920M,37 W/h,Oui,Windows 8,Non,Windows Store,2 cel.,Aluminium,Sacoche Souris optique Adaptateur secteur Notice et garantie,4h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0 / Charging,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 5500300 - 900 MHz,"628,03 €",ASUS AI Recovery ASUS Live Update Super Note World Clock Skype Fresh Paint Windows Essential 2012 Adobe Reader Office Transit eManual Instant On,"15.6"" (39,62 cm)",Non,NoirBleu,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"585,00€",Non,18/09/2015,Oui,Oui,Non,X555LJ-XO386H
product_56070cf78eb27710398b4567,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-573g-546g.html,2.4 kg,Non,Non,802.11 b/g/n/ac,Acer,4.0  (HS),4 Go - DDR3L(1600 MHz),381:1,1.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-5200U,Non,Non,Non,2 x 2.2 à 2.7 GHz,382 x 256 x 25 - 30 mm,200 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 920M,37 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Chargeur secteur,5h00,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDolby Home Theater v4,100 / 1000 Mbps,Non,2520 mAh,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 5500300 - 900 MHz,"599,00 €",Acer Explorer Acer Power Management Acer Update Acer Identity Card Acer Recovery Management Acer Cloud Acer Games Acer ScreenGrasp Acer Scrapboard McAfee Internet Security Suite Microsoft Office 2013 version d'évaluation Skype MyWinLocker,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"599,00€",Non,26/09/2015,Oui,Oui,Non,E5-573G-546G
product_561509b78eb27705488b456d,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-17-g116nf.html,2.79 kg,Non,Non,802.11 b/g/n,HP,4.0,4 Go - DDR3L(1600 MHz),350:1,1.3 MPxHP TrueVision HD,Non,-,Non,Non,106 ppp,Non,Non,Non,Non,Internet Explorer,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Core i3-5020U,Non,Non,Non,2 x 2.2 GHz,418.8 x 286.8 x 27.1 mm,215 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,AMD Radeon R7 M360,41 W/h,Oui,Windows 10 Famille,Oui,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,5h30,Non,Non,3 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen Play,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 5500300 - 900 MHz,"495,00 €",HP Connected Music HP Connected Photo HP CoolSense HP SimplePass HP ePrint Avast! SecureLine VPN (abonnement 1 mois) McAfee LiveSafe (version d'essai 30 jours) B&O; PLAY CyberLink Media Suite CyberLink PowerBackup Evernote Foxit PhantomPDF Express Mahjong Netflix Skype TripAdvisor 7-Zip,"17.3"" (43,94 cm)",Non,Blanc,Oui,Oui,Non,-,2000 Go (5400 tr/min),Non,1600 x 900 pixels,"699,00€",Non,07/10/2015,Oui,Oui,Non,P5N93EA#ABF
product_56159dcb8eb27782568b4574,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-e202sa-fd0012t.html,1.25 kg,Non,Non,802.11 b/g/n/ac,Asus,4.0,2 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,135 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Celeron N3050,Non,Non,Non,2 x 1.6 à 2.16 GHz,298 x 194 x 21.4 mm,-,Braswell 2015 (x86),6 W,-,Non,Non,Non,48 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Aluminium,Manuel Adaptateur secteur,8h00,Non,Non,2 Mo,Micro  SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,Non,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.0,Micro HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics (Braswell)320 - 600 MHz,"279,99 €",Microsoft Office 365 (1 mois d'essai),"11.6"" (29,46 cm)",Non,Blanc,Non,Oui,Non,-,500 Go (5400 tr/min),Non,1366 x 768 pixels,"299,00€",Non,08/10/2015,Oui,Oui,Non,E202SA-FD0012T
product_561c2d528eb277627e8b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-e202sa-fd0016t.html,1.25 kg,Non,Non,802.11 b/g/n/ac,Asus,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,135 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Celeron N3050,Non,Non,Non,2 x 1.6 à 2.16 GHz,298 x 194 x 21.4 mm,-,Braswell 2015 (x86),6 W,-,Non,Non,Non,48 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Aluminium,Manuel Adaptateur secteur,8h00,Non,Non,2 Mo,Micro  SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,Non,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.0,Micro HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics (Braswell)320 - 600 MHz,"349,99 €",Microsoft Office 365 (1 mois d'essai),"11.6"" (29,46 cm)",Non,Blanc,Non,Oui,Non,-,500 Go (5400 tr/min),Non,1366 x 768 pixels,"379,00€",Non,12/10/2015,Oui,Oui,Non,E202SA-FD0016T
product_561c40198eb27735638b4572,http://www.comparez-malin.fr/informatique/pc-portable/asus-r510jx-dm225t.html,2.45 kg,Non,Non,802.11 b/g/n/ac,Asus,4.0,6 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,22 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-4200H,Non,Non,Oui,2 x 2.8 à 3.4 GHz,380 x 251 x 34.8 - 41.7 mm,200 cd/m²,Haswell 2013 (x86),47 W,-,Non,Non,Nvidia GeForce GTX 950M,44 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Aluminium,Adaptateur secteur Notice et garantie,4h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,100 / 1000 Mbps,Non,2600 mAh,-,Oui,Oui,1 x USB 2.02 x USB 3.0 / Charging,HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 4600400 - 1150 MHz,"759,95 €",Windows Store Microsoft Office 365 (1 mois d'essai) ASUS AI Recovery ASUS Live Update Super Note World Clock Skype Fresh Paint Windows Essential 2012 Adobe Reader Office Transit eManual Instant On,"15.6"" (39,62 cm)",Non,NoirRouge,Oui,Oui,Non,-,1000 Go (7200 tr/min),Non,1920 x 1080 pixels,"799,00€",Non,30/10/2015,Oui,Oui,Non,R510JX-DM225T
product_561ece4c8eb2772d5f8b456c,http://www.comparez-malin.fr/informatique/pc-portable/asus-x555lj-xo399h.html,2.3 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Internet Explorer,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i3-5010U,Non,Non,Non,2 x 2.1 GHz,382 x 256 x 25.8 mm,200 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 920M,37 W/h,Oui,Windows 8,Non,Windows Store,2 cel.,Plastique,Adaptateur secteur Notice et garantie,4h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0 / Charging,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 5500300 - 900 MHz,"626,29 €",ASUS AI Recovery ASUS Live Update Super Note World Clock Skype Fresh Paint Windows Essential 2012 Adobe Reader Office Transit eManual Instant On,"15.6"" (39,62 cm)",Non,Blanc,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"649,00€",Non,14/10/2015,Oui,Oui,Non,X555LJ-XO399H
product_561ecf5b8eb2777c428b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-eeebook-x205ta-fd0060ts.html,980g,Non,Non,802.11 b/g/n,Asus,4.0,2 Go - DDR3L(1333 MHz),-,0.3 MPx,Non,-,Non,Non,135 ppp,Non,Non,Non,Non,Microsoft Edge,Non,22 nm,Non,Non,Non,Non,Non,Non,Non,LCD - TN,Intel Atom Z3735F,Non,Non,Non,4 x 1.33 à 1.83 GHz,286 x 193.3 x 17.5 mm,-,Bay Trail 2014 (x86),2 W,-,Non,Non,Non,38 W/h,Oui,Windows 10 Famille,Non,Windows Store,2 cel.,Plastique,Manuel Adaptateur secteur,12h00,Non,Non,2 Mo,Micro  SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,Non,Non,-,-,Oui,Oui,2 x USB 2.0,Micro HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics (Bay Trail)311 - 646 MHz,"249,00 €",Microsoft Office 365 (1 an),"11.6"" (29,46 cm)",Non,Blanc,Non,Oui,Non,-,32 Go (5400 tr/min),Non,1366 x 768 pixels,"239,00€",Non,01/11/2015,Oui,Oui,Non,X205TA-FD0060TS
product_561edf718eb2777c428b456d,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-r3-131t-c8j8.html,1.58 kg,Non,Non,802.11 b/g/n/ac,Acer,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,135 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - TN,Intel Celeron N3050,Non,Non,Non,2 x 1.6 à 2.16 GHz,298 x 211 x 20.9 mm,200 cd/m²,Braswell 2015 (x86),6 W,-,Non,Non,Non,48 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Chargeur secteur Adaptateur HDMI vers VGA,8h00,Non,Non,2 Mo,SD / SDHC,Non,Non,Non,Non,Haut-parleurs stéréo,100 / 1000 Mbps,Non,3220 mAh,-,Oui,Oui,1 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics (Braswell)320 - 600 MHz,"349,00 €",Microsoft Office 2013 version d'évaluation,"11.6"" (29,46 cm)",Non,NoirBleu,Non,Oui,Non,-,500 Go (5400 tr/min),Non,1366 x 768 pixels,"399,00€",Non,15/10/2015,Oui,Oui,Non,R3-131T-C8J8
product_56277d0a8eb2777e3f8b456e,http://www.comparez-malin.fr/informatique/pc-portable/asus-x751sa-ty001t.html,2.8 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,106 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Pentium N3700,Non,Non,Non,4 x 1.6 à 2.4 GHz,415 x 272 x 30.4 - 35.5 mm,200 cd/m²,Braswell 2015 (x86),6 W,-,Non,Non,Non,37 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,5h00,Non,Non,2 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,100 / 1000 Mbps,Non,2950 mAh,-,Oui,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics (Braswell)400 - 700 MHz,"699,90 €",ASUS Color Enhancement (ASUS Splendid) ASUS Fast Boot ASUS Fancy Start ASUS Live Update 2 ASUS LifeFrame3 ASUS Power4Gear Hybrid-SHE ASUS Smart Logon ASUS Virtual Camera ASUS Winflash ASUS Wireless Console 3 ASUS Screen Saver eManual eDriver Power2Go v6 Trend Micro Titanium 2011 (Version d'essai 30 jours) Nuance PDF,"17.3"" (43,94 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1600 x 900 pixels,"449,00€",Non,10/11/2015,Oui,Oui,Non,X751SA-TY001T
